host_listings_count,review_scores_rating,neighbourhood_cleansed,property_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,bathrooms_text,maximum_nights,number_of_reviews,latitude,longitude
17.0,4.92,Copacabana,Entire rental unit,6,Entire home/apt,2.0,3.0,686.0,3,1.0,90,12,-22.98007,-43.19072
0.0,5.0,Jacarepaguá,Shared room in condominium (condo),4,Shared room,1.0,1.0,150.0,1,1.0,1125,1,-22.97415,-43.4124
2.0,4.65,Ipanema,Entire rental unit,5,Entire home/apt,2.0,4.0,260.0,4,1.0,1125,60,-22.98808,-43.19089
1.0,4.8,Copacabana,Entire loft,2,Entire home/apt,0.0,1.0,194.0,5,1.0,1125,35,-22.98291,-43.19221
1.0,5.0,Copacabana,Entire rental unit,6,Entire home/apt,2.0,3.0,754.0,2,1.0,1125,3,-22.97279,-43.18866
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,1.0,1.0,886.0,2,1.0,20,3,-22.9641,-43.19053
0.0,5.0,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,150.0,2,1.0,7,6,-22.96587,-43.18057
2.0,4.5,Ipanema,Entire rental unit,4,Entire home/apt,2.0,3.0,350.0,79,2.0,80,8,-22.98263,-43.20063
11.0,4.52,Copacabana,Entire rental unit,4,Entire home/apt,2.0,3.0,2800.0,2,2.0,1125,48,-22.96287,-43.17438
0.0,5.0,Santa Teresa,Entire loft,2,Entire home/apt,0.0,1.0,157.0,3,1.0,1125,3,-22.91675,-43.18005
0.0,4.6,Santa Teresa,Entire condominium (condo),5,Entire home/apt,2.0,2.0,1414.0,5,1.0,89,5,-22.91839,-43.17716
1.0,0.0,Joá,Private room in residential home,2,Private room,2.0,4.0,170.0,1,2.0,1125,1,-23.01389,-43.29405
0.0,4.620987361262592,Rio Comprido,Entire rental unit,4,Entire home/apt,2.0,3.0,250.0,2,2.0,90,0,-22.92091,-43.21128
0.0,5.0,Flamengo,Private room in rental unit,3,Private room,1.0,2.0,523.0,2,1.0,45,3,-22.93754,-43.17753
1.0,4.620987361262592,Copacabana,Entire rental unit,4,Entire home/apt,1.0,1.0,493.0,3,1.0,1125,0,-22.96471,-43.177
1.0,4.68,Recreio dos Bandeirantes,Entire residential home,8,Entire home/apt,3.0,2.0,654.0,2,3.0,1125,25,-23.01443,-43.45479
2.0,0.0,Copacabana,Entire rental unit,6,Entire home/apt,0.0,1.0,264.0,2,0.0,15,1,-22.96478,-43.17841
239.0,4.620987361262592,Ipanema,Entire rental unit,4,Entire home/apt,2.0,3.0,1519.0,2,2.0,1125,0,-22.98238,-43.20275
1.0,4.620987361262592,Acari,Entire residential home,6,Entire home/apt,2.0,6.0,250.0,1,2.0,7,0,-22.81439,-43.33356
1.0,4.620987361262592,Curicica,Entire loft,2,Entire home/apt,1.0,4.0,106.0,3,1.0,90,0,-22.95327,-43.38207
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in residential home,2,Private room,1.0,3.0,800.0,1,1.0,1125,0,-23.01382,-43.48453
2.0,4.620987361262592,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,393.0,3,1.0,30,0,-22.96717,-43.18439
6.0,5.0,Copacabana,Entire rental unit,6,Entire home/apt,2.0,6.0,1143.0,2,2.0,1125,3,-22.96628,-43.17697
0.0,5.0,Copacabana,Entire loft,2,Entire home/apt,0.0,1.0,250.0,3,1.0,1125,4,-22.9751,-43.19259
2.0,5.0,Andaraí,Shared room in rental unit,1,Shared room,1.0,1.0,71.0,1,1.0,1125,1,-22.92715,-43.25287
4.0,4.93,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,479.0,3,3.0,1125,14,-22.96492,-43.17826
6.0,5.0,Copacabana,Entire rental unit,3,Entire home/apt,2.0,6.0,1143.0,2,2.0,1125,1,-22.9655,-43.17914
6.0,4.4,Copacabana,Entire rental unit,6,Entire home/apt,2.0,6.0,1143.0,2,2.0,1125,5,-22.96538,-43.17695
3.0,4.75,Jacarepaguá,Private room in guest suite,2,Private room,1.0,2.0,108.0,2,1.0,1125,32,-22.96716,-43.3667
0.0,5.0,Ipanema,Private room in guest suite,2,Private room,1.0,2.0,150.0,2,2.0,8,1,-22.9819,-43.19974
3.0,4.88,Ipanema,Private room in rental unit,2,Private room,1.0,1.0,96.0,3,1.0,90,8,-22.98162,-43.19815
1.0,4.620987361262592,Grajaú,Private room in condominium (condo),1,Private room,1.0,1.0,74.0,1,1.0,4,0,-22.92087,-43.26958
0.0,5.0,Recreio dos Bandeirantes,Entire rental unit,4,Entire home/apt,2.0,3.0,679.0,2,2.0,1125,2,-23.03085,-43.47575
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,2,Entire home/apt,2.0,2.0,400.0,5,2.0,15,0,-23.00595,-43.32185
1.0,4.620987361262592,Lagoa,Entire loft,4,Entire home/apt,1.0,2.0,709.0,2,1.0,1125,0,-22.97398,-43.19862
4.0,4.8,Barra da Tijuca,Entire condominium (condo),4,Entire home/apt,1.0,2.0,490.0,5,1.0,31,20,-23.0097,-43.36306
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,1.0,3.0,200.0,5,1.0,1125,14,-22.96465,-43.17521
3.0,5.0,Leblon,Entire rental unit,4,Entire home/apt,2.0,2.0,500.0,3,1.0,30,2,-22.98658,-43.22808
0.0,4.620987361262592,Campo Grande,Entire residential home,4,Entire home/apt,2.0,3.0,300.0,1,1.0,10,0,-22.94215,-43.57101
1.0,4.0,Santa Teresa,Shared room in rental unit,3,Shared room,1.0,1.0,150.0,2,1.0,1125,1,-22.91636,-43.18319
2.0,5.0,Ipanema,Entire rental unit,2,Entire home/apt,1.0,1.0,1029.0,4,2.0,1125,1,-22.97981,-43.20223
1.0,4.620987361262592,Barra da Tijuca,Entire serviced apartment,6,Entire home/apt,2.0,2.0,3380.0,3,2.0,1125,0,-23.01062,-43.32121
5.0,4.620987361262592,Leblon,Entire rental unit,6,Entire home/apt,3.0,4.0,1514.0,5,2.0,8,0,-22.984949163281392,-43.22424416182029
2.0,5.0,Copacabana,Entire rental unit,7,Entire home/apt,2.0,3.0,950.0,2,2.0,30,5,-22.98602,-43.19123
21.0,4.75,Barra da Tijuca,Entire rental unit,5,Entire home/apt,1.0,2.0,1502.0,1,1.0,1125,12,-23.01202,-43.3221
54.0,4.620987361262592,Ipanema,Entire rental unit,3,Entire home/apt,1.0,1.0,900.0,2,2.0,1125,0,-22.9826,-43.20972
0.0,5.0,Lagoa,Entire rental unit,4,Entire home/apt,2.0,2.0,1700.0,6,1.0,20,1,-22.979,-43.20199
2.0,5.0,Olaria,Entire condominium (condo),2,Entire home/apt,1.0,2.0,155.0,5,1.0,1125,4,-22.84644,-43.26989
12.0,4.0,Glória,Entire rental unit,2,Entire home/apt,0.0,1.0,169.0,4,1.0,1125,2,-22.92368,-43.17246
0.0,4.620987361262592,Ipanema,Entire rental unit,3,Entire home/apt,1.0,1.0,700.0,5,2.0,30,0,-22.98535,-43.21463
54.0,4.620987361262592,Leblon,Entire rental unit,2,Entire home/apt,1.0,1.0,1986.0,7,1.0,1125,0,-22.98554,-43.23025
1.0,4.620987361262592,Benfica,Tiny house,2,Entire home/apt,1.0,1.0,80.0,1,1.0,1,0,-22.89218,-43.24078
0.0,5.0,Laranjeiras,Entire rental unit,4,Entire home/apt,2.0,3.0,256.0,2,2.0,1125,10,-22.93686,-43.19299
34.0,5.0,Copacabana,Entire rental unit,5,Entire home/apt,1.0,2.0,607.0,2,1.0,90,2,-22.96249,-43.17667
1.0,5.0,Copacabana,Private room in guest suite,1,Private room,1.0,2.0,117.0,1,1.0,1125,1,-22.96475,-43.18103
0.0,4.620987361262592,Copacabana,Entire serviced apartment,4,Entire home/apt,1.0,1.0,576.0,2,1.0,28,0,-22.97605,-43.19228
1.0,4.620987361262592,Laranjeiras,Entire rental unit,3,Entire home/apt,1.0,2.0,314.0,3,1.0,1125,0,-22.9311,-43.1823
9.0,4.83,Copacabana,Entire rental unit,2,Entire home/apt,0.0,1.0,481.0,3,1.0,10,6,-22.98343,-43.19461
1.0,4.67,Ipanema,Private room in condominium (condo),1,Private room,1.0,1.0,230.0,7,1.0,720,3,-22.98271,-43.20396
1.0,4.620987361262592,Copacabana,Entire rental unit,10,Entire home/apt,2.0,3.0,900.0,8,3.0,30,0,-22.96673,-43.18514
0.0,5.0,Copacabana,Entire rental unit,8,Entire home/apt,2.0,5.0,2000.0,5,2.0,1125,1,-22.96831,-43.18361
5.0,5.0,Flamengo,Entire rental unit,4,Entire home/apt,1.0,3.0,357.0,5,1.0,140,11,-22.93039,-43.17474
1.0,4.620987361262592,Glória,Entire rental unit,4,Entire home/apt,2.0,2.0,390.0,3,1.0,15,0,-22.9243,-43.17494
1.0,5.0,Santa Teresa,Private room in residential home,1,Private room,1.0,1.0,200.0,1,1.0,1125,1,-22.92411,-43.189
3.0,4.620987361262592,Centro,Entire rental unit,4,Entire home/apt,1.0,2.0,150.0,3,1.0,90,0,-22.91354,-43.17838
1.0,4.620987361262592,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,1000.0,7,1.0,47,0,-22.97786,-43.18834
0.0,5.0,Laranjeiras,Entire rental unit,4,Entire home/apt,2.0,3.0,531.0,5,1.0,900,4,-22.93581,-43.18038
2.0,4.620987361262592,Barra da Tijuca,Private room in residential home,2,Private room,1.0,1.0,450.0,4,1.0,365,0,-23.00464,-43.31077
3.0,4.56,Barra da Tijuca,Entire condominium (condo),8,Entire home/apt,4.0,5.0,800.0,3,4.0,90,9,-23.00303,-43.39309
3.0,4.39,Copacabana,Private room in rental unit,1,Private room,1.0,2.0,141.0,1,1.0,1125,18,-22.97696,-43.19414
45.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,1.0,4.0,1857.0,1,1.0,1125,4,-22.96546,-43.17785
45.0,5.0,Copacabana,Room in hotel,4,Entire home/apt,1.0,3.0,396.0,1,0.0,1125,2,-22.964752,-43.173988
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,2.0,3.0,586.0,5,1.0,89,1,-22.98235,-43.19101
0.0,4.620987361262592,Leblon,Entire rental unit,6,Entire home/apt,3.0,3.0,1971.0,4,2.0,7,0,-22.98471,-43.23362
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,8,Entire home/apt,4.0,5.0,1600.0,3,6.0,1125,0,-22.97149,-43.38314
2.0,4.83,Barra da Tijuca,Entire serviced apartment,2,Entire home/apt,1.0,1.0,563.0,2,1.0,90,6,-23.00572,-43.31993
1.0,5.0,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,191.0,3,1.0,7,2,-22.98289,-43.19455
1.0,4.620987361262592,Santa Teresa,Entire rental unit,4,Entire home/apt,1.0,3.0,280.0,4,1.0,1125,0,-22.91486,-43.18031
1.0,4.76,Copacabana,Entire condominium (condo),2,Entire home/apt,1.0,1.0,309.0,2,1.0,1125,63,-22.98196,-43.18922
2.0,4.5,Barra da Tijuca,Entire serviced apartment,2,Entire home/apt,1.0,1.0,541.0,2,1.0,90,10,-23.0064,-43.32068
0.0,5.0,Ipanema,Entire rental unit,3,Entire home/apt,1.0,1.0,1610.0,3,1.0,1125,1,-22.98345,-43.19737
1.0,5.0,Glória,Private room in rental unit,2,Private room,1.0,1.0,100.0,1,1.0,1125,2,-22.92454,-43.17475
0.0,4.85,Copacabana,Entire rental unit,4,Entire home/apt,1.0,3.0,470.0,4,1.0,89,39,-22.97365,-43.18782
1.0,5.0,Jacarepaguá,Entire condominium (condo),8,Entire home/apt,2.0,3.0,231.0,2,2.0,1125,24,-22.96499,-43.38395
2.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,0.0,1.0,500.0,2,1.0,1125,1,-22.97102,-43.18696
4.0,4.620987361262592,Santa Teresa,Entire residential home,4,Entire home/apt,2.0,4.0,300.0,2,1.0,7,0,-22.91568,-43.19283
39.0,4.89,Ipanema,Entire rental unit,4,Entire home/apt,1.0,3.0,527.0,3,1.0,1125,28,-22.981586,-43.199291
3.0,4.620987361262592,Guaratiba,Entire cottage,8,Entire home/apt,5.0,52.0,1750.0,2,6.0,1125,0,-22.9818,-43.65589
1.0,5.0,Botafogo,Entire rental unit,4,Entire home/apt,2.0,2.0,319.0,5,1.0,20,1,-22.94051,-43.18096
1.0,5.0,Copacabana,Entire rental unit,6,Entire home/apt,2.0,2.0,865.0,3,2.0,20,5,-22.97875,-43.19225
2.0,4.620987361262592,Botafogo,Private room in residential home,3,Private room,2.0,3.0,266.0,5,1.0,1125,0,-22.95548,-43.17293
0.0,5.0,Tijuca,Private room in rental unit,2,Private room,2.0,3.0,100.0,3,2.0,30,1,-22.94234,-43.25618
0.0,4.6,Ipanema,Entire rental unit,2,Entire home/apt,0.0,1.0,383.0,2,1.0,1125,60,-22.98532,-43.1988
55.0,4.67,Jacarepaguá,Entire rental unit,6,Entire home/apt,2.0,5.0,700.0,1,1.0,32,3,-22.96704,-43.39706
17.0,4.43,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,499.0,1,1.0,1125,7,-22.97879,-43.19097
1.0,4.53,Copacabana,Entire rental unit,3,Entire home/apt,0.0,2.0,193.0,3,1.0,30,19,-22.96175,-43.1764
2.0,4.620987361262592,Botafogo,Entire rental unit,2,Entire home/apt,0.0,1.0,437.0,7,1.0,10,0,-22.94835,-43.18238
65.0,4.57,Leblon,Entire rental unit,6,Entire home/apt,2.0,4.0,1247.0,1,1.0,1125,7,-22.98275,-43.21546
0.0,4.88,Barra da Tijuca,Entire rental unit,5,Entire home/apt,2.0,3.0,1029.0,3,2.0,1125,8,-23.01454,-43.30037
3.0,5.0,Jacarepaguá,Entire rental unit,7,Entire home/apt,2.0,4.0,180.0,1,2.0,1125,8,-22.97122,-43.41346
7.0,4.96,Jacarepaguá,Entire condominium (condo),7,Entire home/apt,3.0,5.0,1968.0,1,2.0,1125,53,-22.96927,-43.39495
0.0,5.0,Barra da Tijuca,Private room in rental unit,3,Private room,1.0,1.0,179.0,3,1.0,1125,1,-23.01494,-43.29835
0.0,5.0,Copacabana,Entire rental unit,3,Entire home/apt,0.0,2.0,500.0,5,1.0,1125,3,-22.96566,-43.17455
2.0,5.0,Copacabana,Private room in condominium (condo),2,Private room,1.0,1.0,250.0,1,2.0,1125,2,-22.97425,-43.1866
2.0,5.0,Copacabana,Private room in condominium (condo),2,Private room,1.0,1.0,350.0,1,2.0,1125,1,-22.96385,-43.19276
2.0,5.0,Copacabana,Entire rental unit,5,Entire home/apt,1.0,2.0,126.0,3,1.0,1125,1,-22.96376,-43.17526
0.0,5.0,São Cristóvão,Entire condominium (condo),3,Entire home/apt,2.0,2.0,250.0,5,2.0,30,1,-22.90737,-43.21904
1.0,5.0,Leblon,Entire rental unit,3,Entire home/apt,0.0,3.0,410.0,2,1.0,1125,4,-22.98388,-43.22029
0.0,4.620987361262592,Taquara,Entire condominium (condo),9,Entire home/apt,2.0,0.0,530.0,3,1.0,12,0,-22.93878,-43.36589
49.0,5.0,Leblon,Entire rental unit,4,Entire home/apt,2.0,3.0,1232.0,1,2.0,59,5,-22.98337,-43.21796
45.0,4.3,Copacabana,Entire rental unit,6,Entire home/apt,2.0,3.0,2155.0,1,2.0,1125,10,-22.96393,-43.1752
16.0,5.0,Ipanema,Entire rental unit,3,Entire home/apt,1.0,2.0,1035.0,1,1.0,1125,1,-22.98358,-43.19941
45.0,5.0,Copacabana,Room in hotel,4,Entire home/apt,1.0,2.0,328.0,1,1.0,1125,2,-22.96364,-43.17452
45.0,4.79,Copacabana,Entire rental unit,10,Entire home/apt,4.0,5.0,3535.0,1,3.0,1125,14,-22.96589,-43.17987
52.0,4.69,Copacabana,Entire condominium (condo),5,Entire home/apt,2.0,3.0,3086.0,1,1.0,1125,29,-22.98249,-43.19565
52.0,4.83,Copacabana,Entire condominium (condo),8,Entire home/apt,4.0,5.0,6424.0,1,2.0,1125,29,-22.9812,-43.19579
1.0,4.81,Ipanema,Entire rental unit,4,Entire home/apt,2.0,2.0,1014.0,4,2.0,1125,32,-22.98474,-43.1978
52.0,4.71,Copacabana,Entire rental unit,4,Entire home/apt,1.0,3.0,1435.0,1,1.0,1125,7,-22.96409,-43.17648
52.0,5.0,Copacabana,Entire rental unit,5,Entire home/apt,2.0,3.0,5508.0,1,1.0,1125,1,-22.98498,-43.19227
0.0,5.0,Ipanema,Entire rental unit,4,Entire home/apt,2.0,2.0,800.0,5,2.0,5,2,-22.98561,-43.19405
1.0,4.96,Leblon,Entire rental unit,3,Entire home/apt,2.0,2.0,690.0,2,1.0,20,25,-22.98568,-43.22445
52.0,4.97,Copacabana,Entire rental unit,13,Entire home/apt,6.0,8.0,10054.0,1,4.0,1125,31,-22.98071,-43.19517
1.0,4.97,Ipanema,Entire rental unit,5,Entire home/apt,2.0,4.0,1280.0,2,2.0,1125,34,-22.98495,-43.20858
2.0,4.620987361262592,Copacabana,Entire rental unit,4,Entire home/apt,2.0,3.0,643.0,4,1.0,31,0,-22.98579,-43.19104
2.0,4.620987361262592,Copacabana,Entire rental unit,6,Entire home/apt,2.0,1.0,1000.0,30,1.0,1125,0,-22.96251,-43.17571
2.0,4.0,Copacabana,Entire condominium (condo),5,Entire home/apt,2.0,3.0,1000.0,1,1.0,30,1,-22.97886,-43.19141
1.0,4.620987361262592,Ipanema,Entire rental unit,6,Entire home/apt,3.0,4.0,1150.0,3,3.0,7,0,-22.98494,-43.20891
0.0,4.96,Barra da Tijuca,Entire rental unit,3,Entire home/apt,1.0,1.0,1009.0,3,1.0,128,56,-23.01508,-43.31057
1.0,3.0,Copacabana,Room in hotel,1,Private room,1.0,1.0,149.0,25,1.0,180,3,-22.97197,-43.18477
0.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,2.0,2.0,1400.0,5,1.0,1125,8,-22.97149,-43.18756
1.0,4.5,Centro,Entire rental unit,4,Entire home/apt,0.0,2.0,354.0,3,1.0,1125,7,-22.90764,-43.19399
0.0,2.5,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,713.0,30,1.0,90,2,-22.96333,-43.17738
2.0,5.0,Botafogo,Private room in rental unit,2,Private room,1.0,1.0,243.0,3,1.0,1125,3,-22.95038,-43.1775
4.0,4.69,Barra da Tijuca,Entire serviced apartment,5,Entire home/apt,1.0,5.0,550.0,2,1.0,1125,16,-23.01389,-43.30442
45.0,4.620987361262592,Copacabana,Entire rental unit,6,Entire home/apt,2.0,4.0,735.0,1,1.0,1125,0,-22.98035,-43.19179
3.0,4.91,Copacabana,Entire rental unit,6,Entire home/apt,1.0,4.0,736.0,3,1.0,1125,92,-22.96471,-43.17857
4.0,4.6,Barra da Tijuca,Entire serviced apartment,2,Entire home/apt,1.0,2.0,244.0,2,1.0,1125,5,-23.00468,-43.34334
3.0,4.9,Catete,Entire rental unit,4,Entire home/apt,2.0,3.0,286.0,2,1.0,1125,42,-22.92595,-43.18269
45.0,4.67,Leblon,Entire rental unit,6,Entire home/apt,2.0,4.0,1398.0,1,2.0,1125,12,-22.98427,-43.22455
2.0,5.0,Maracanã,Private room in rental unit,2,Private room,1.0,1.0,80.0,1,1.0,1125,3,-22.91515,-43.22495
0.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,400.0,3,1.0,10,18,-22.97755,-43.19027
16.0,4.620987361262592,Bonsucesso,Private room in condominium (condo),1,Private room,1.0,1.0,60.0,1,6.0,1125,0,-22.86174,-43.25313
1.0,4.620987361262592,Copacabana,Entire condominium (condo),7,Entire home/apt,3.0,6.0,3973.0,5,2.0,365,0,-22.96864,-43.18562
4.0,5.0,Cosme Velho,Entire residential home,16,Entire home/apt,3.0,10.0,2000.0,1,1.0,1125,2,-22.93632,-43.19428
3.0,4.67,Copacabana,Entire rental unit,3,Entire home/apt,1.0,2.0,400.0,5,1.0,1125,3,-22.98318,-43.1911
1.0,4.0,Paquetá,Entire rental unit,6,Entire home/apt,2.0,3.0,400.0,2,1.0,1125,1,-22.76377,-43.10559
1.0,4.620987361262592,Centro,Entire loft,4,Entire home/apt,1.0,3.0,100.0,2,1.0,30,0,-22.91137,-43.17747
1.0,5.0,Copacabana,Private room in rental unit,6,Private room,3.0,3.0,1000.0,4,3.0,1125,1,-22.97179,-43.18499
4.0,4.84,Copacabana,Entire rental unit,3,Entire home/apt,0.0,2.0,350.0,2,1.0,1125,37,-22.96944,-43.18721
9.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,1.0,1.0,500.0,5,1.0,1125,1,-22.96752,-43.18675
2.0,4.71,Copacabana,Entire rental unit,2,Entire home/apt,1.0,3.0,166.0,3,1.0,20,21,-22.98411,-43.19154
3.0,4.620987361262592,Barra da Tijuca,Entire residential home,15,Entire home/apt,6.0,15.0,10000.0,4,6.0,1125,0,-23.00124,-43.30812
12.0,4.38,Ipanema,Entire rental unit,4,Entire home/apt,2.0,3.0,2164.0,3,2.0,88,8,-22.98775,-43.19423
2.0,4.5,Flamengo,Entire rental unit,4,Entire home/apt,2.0,3.0,450.0,5,2.0,1125,4,-22.93175,-43.17464
42.0,4.620987361262592,Leblon,Entire rental unit,8,Entire home/apt,4.0,0.0,10543.0,4,4.0,1125,0,-22.98706,-43.22663
1.0,4.620987361262592,Jacarepaguá,Private room in condominium (condo),2,Private room,1.0,1.0,250.0,1,1.0,1125,0,-22.96763,-43.41413
5.0,4.67,Tijuca,Private room in rental unit,3,Private room,1.0,1.0,197.0,2,1.0,8,3,-22.92024,-43.22312
3.0,4.94,Copacabana,Entire rental unit,5,Entire home/apt,2.0,2.0,644.0,3,1.0,1125,18,-22.96303,-43.17808
1.0,5.0,Recreio dos Bandeirantes,Entire rental unit,2,Entire home/apt,2.0,1.0,312.0,2,2.0,25,1,-23.02217,-43.51226
0.0,5.0,Gávea,Entire rental unit,2,Entire home/apt,1.0,1.0,1824.0,10,1.0,90,5,-22.98125,-43.23564
1.0,5.0,Recreio dos Bandeirantes,Entire rental unit,6,Entire home/apt,2.0,4.0,750.0,2,2.0,1125,6,-23.01962,-43.45922
1.0,4.38,Copacabana,Entire rental unit,5,Entire home/apt,2.0,2.0,962.0,2,2.0,31,8,-22.981195,-43.192539
2.0,4.5,Copacabana,Entire rental unit,6,Entire home/apt,3.0,5.0,1993.0,3,2.0,1125,2,-22.96346,-43.17546
42.0,4.620987361262592,Copacabana,Entire rental unit,6,Entire home/apt,4.0,3.0,5000.0,7,3.0,1125,0,-22.97144,-43.18313
1.0,4.78,Copacabana,Entire rental unit,6,Entire home/apt,3.0,4.0,1061.0,2,2.0,1125,18,-22.96648,-43.18694
3.0,5.0,Copacabana,Entire rental unit,9,Entire home/apt,4.0,7.0,2000.0,2,3.0,1125,1,-22.96774,-43.18415
2.0,5.0,Leblon,Entire rental unit,4,Entire home/apt,2.0,4.0,1000.0,3,2.0,30,11,-22.9817,-43.22325
1.0,4.0,Copacabana,Entire rental unit,4,Entire home/apt,2.0,2.0,1500.0,3,2.0,1125,1,-22.96799,-43.18492
49.0,5.0,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,485.0,2,1.0,59,3,-22.96292,-43.17758
1.0,5.0,Flamengo,Entire rental unit,2,Entire home/apt,1.0,0.0,370.0,7,1.0,90,2,-22.9422,-43.17602
2.0,4.5,Catete,Entire rental unit,4,Entire home/apt,1.0,1.0,1250.0,3,1.0,1125,2,-22.92798,-43.17731
2.0,5.0,Ipanema,Entire rental unit,4,Entire home/apt,1.0,1.0,750.0,5,2.0,14,2,-22.98523,-43.2066
1.0,4.82,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,420.0,3,1.0,1125,57,-22.96543,-43.17543
2.0,4.620987361262592,Ipanema,Private room in rental unit,2,Private room,2.0,3.0,3973.0,1,1.0,1125,0,-22.9829,-43.2053
2.0,5.0,Flamengo,Entire rental unit,4,Entire home/apt,2.0,2.0,460.0,2,1.0,1125,1,-22.93762,-43.17712
3.0,4.86,Guaratiba,Entire residential home,4,Entire home/apt,1.0,2.0,81.0,4,1.0,1125,7,-22.96462,-43.61548
3.0,4.620987361262592,Leblon,Entire rental unit,4,Entire home/apt,2.0,3.0,1299.0,2,2.0,10,0,-22.97952,-43.21941
55.0,4.0,Jacarepaguá,Entire rental unit,6,Entire home/apt,2.0,5.0,420.0,1,1.0,30,2,-22.97172,-43.39696
1.0,5.0,Leblon,Entire rental unit,5,Entire home/apt,2.0,2.0,500.0,4,2.0,1125,5,-22.98718,-43.22908
3.0,4.620987361262592,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,130.0,5,1.0,9,0,-22.98185,-43.19505
0.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,540.0,2,2.0,1125,15,-22.98116,-43.19179
1.0,4.92,Copacabana,Entire rental unit,2,Entire home/apt,1.0,2.0,226.0,2,1.0,1000,25,-22.98353,-43.1952
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,1.0,3.0,169.0,3,1.0,15,1,-22.96582,-43.18071
0.0,4.620987361262592,Vargem Pequena,Entire residential home,2,Entire home/apt,2.0,2.0,140.0,2,2.0,1125,0,-22.9879,-43.4289
1.0,4.97,Copacabana,Entire rental unit,7,Entire home/apt,1.0,3.0,449.0,1,1.0,1125,38,-22.96609,-43.19123
11.0,4.620987361262592,Copacabana,Entire rental unit,7,Entire home/apt,2.0,2.0,2499.0,3,2.0,30,0,-22.98618,-43.19076
1.0,4.620987361262592,Tijuca,Entire rental unit,5,Entire home/apt,2.0,3.0,367.0,3,2.0,1125,0,-22.92902,-43.24217
2.0,4.620987361262592,Laranjeiras,Entire rental unit,5,Entire home/apt,2.0,3.0,450.0,2,1.0,20,0,-22.93708,-43.18826
0.0,5.0,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,536.0,3,1.0,20,4,-22.97924,-43.1908
1.0,5.0,Ipanema,Entire rental unit,4,Entire home/apt,2.0,2.0,350.0,5,3.0,1125,5,-22.98368,-43.20751
1.0,4.620987361262592,Gávea,Entire rental unit,5,Entire home/apt,3.0,0.0,567.0,5,2.0,1125,0,-22.97771,-43.2286
1.0,5.0,Flamengo,Private room in rental unit,2,Private room,1.0,1.0,78.0,7,1.0,1125,4,-22.9296,-43.17508
1.0,5.0,Leme,Private room in rental unit,2,Private room,1.0,2.0,420.0,4,1.0,31,1,-22.96319,-43.1731
2.0,4.620987361262592,Laranjeiras,Private room in rental unit,2,Private room,1.0,1.0,130.0,1,1.0,7,0,-22.93898,-43.18858
2.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,2.0,4.0,809.0,2,1.0,1125,10,-22.98452,-43.19321
2.0,4.45,Copacabana,Private room in rental unit,4,Private room,1.0,1.0,200.0,1,1.0,1125,22,-22.96471,-43.1765
6.0,4.95,Leme,Entire rental unit,4,Entire home/apt,1.0,2.0,387.0,3,1.0,90,20,-22.96336,-43.17072
1.0,5.0,Freguesia (Jacarepaguá),Entire condominium (condo),4,Entire home/apt,2.0,3.0,350.0,4,2.0,1125,6,-22.93702,-43.34967
1.0,5.0,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,376.0,7,1.0,90,2,-22.96691,-43.18022
0.0,4.67,Copacabana,Entire rental unit,6,Entire home/apt,2.0,3.0,2000.0,4,2.0,90,3,-22.96264,-43.17795
1.0,4.82,Glória,Entire rental unit,4,Entire home/apt,1.0,2.0,240.0,3,1.0,100,11,-22.91981,-43.17967
2.0,4.75,Copacabana,Entire rental unit,4,Entire home/apt,1.0,4.0,240.0,2,1.0,1125,16,-22.96465,-43.17535
0.0,5.0,Laranjeiras,Entire rental unit,6,Entire home/apt,2.0,5.0,550.0,2,1.0,1125,3,-22.93787,-43.18263
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,2.0,3.0,571.0,3,2.0,1125,9,-22.96521,-43.18321
